gid	ftype
Zm00001d033616	subgenome1_fractionated
Zm00001d033615	subgenome1_retained
Zm00001d033612	subgenome1_retained
Zm00001d033611	subgenome1_retained
Zm00001d033610	subgenome1_retained
Zm00001d033607	subgenome1_retained
Zm00001d033606	subgenome1_retained
Zm00001d033605	subgenome1_fractionated
Zm00001d033602	subgenome1_retained
Zm00001d033600	subgenome1_retained
Zm00001d033597	subgenome1_fractionated
Zm00001d033596	subgenome1_retained
Zm00001d033595	subgenome1_fractionated
Zm00001d033594	subgenome1_retained
Zm00001d033592	subgenome1_fractionated
Zm00001d033591	subgenome1_retained
Zm00001d033590	subgenome1_fractionated
Zm00001d033589	subgenome1_retained
Zm00001d033586	subgenome1_fractionated
Zm00001d033585	subgenome1_fractionated
Zm00001d033583	subgenome1_fractionated
Zm00001d033580	subgenome1_fractionated
Zm00001d033579	subgenome1_retained
Zm00001d033578	subgenome1_fractionated
Zm00001d033575	subgenome1_retained
Zm00001d033574	subgenome1_retained
Zm00001d033573	subgenome1_fractionated
Zm00001d033572	subgenome1_retained
Zm00001d033571	subgenome1_fractionated
Zm00001d033569	subgenome1_retained
Zm00001d033568	subgenome1_fractionated
Zm00001d033567	subgenome1_fractionated
Zm00001d033564	subgenome1_fractionated
Zm00001d033563	subgenome1_retained
Zm00001d033559	subgenome1_fractionated
Zm00001d033558	subgenome1_fractionated
Zm00001d033557	subgenome1_retained
Zm00001d033556	subgenome1_retained
Zm00001d033555	subgenome1_fractionated
Zm00001d033554	subgenome1_retained
Zm00001d033553	subgenome1_fractionated
Zm00001d033552	subgenome1_fractionated
Zm00001d033551	subgenome1_fractionated
Zm00001d033549	subgenome1_retained
Zm00001d033545	subgenome1_fractionated
Zm00001d033528	subgenome1_retained
Zm00001d033529	subgenome1_retained
Zm00001d033531	subgenome1_fractionated
Zm00001d033533	subgenome1_fractionated
Zm00001d033537	subgenome1_retained
Zm00001d033539	subgenome1_retained
Zm00001d033541	subgenome1_retained
Zm00001d033543	subgenome1_retained
Zm00001d033544	subgenome1_fractionated
Zm00001d033527	subgenome1_fractionated
Zm00001d033526	subgenome1_fractionated
Zm00001d033525	subgenome1_fractionated
Zm00001d033523	subgenome1_fractionated
Zm00001d033522	subgenome1_fractionated
Zm00001d033521	subgenome1_fractionated
Zm00001d033518	subgenome1_retained
Zm00001d033517	subgenome1_fractionated
Zm00001d033516	subgenome1_fractionated
Zm00001d033511	subgenome1_retained
Zm00001d033370	subgenome1_retained
Zm00001d033371	subgenome1_fractionated
Zm00001d033374	subgenome1_retained
Zm00001d033375	subgenome1_fractionated
Zm00001d033378	subgenome1_retained
Zm00001d033379	subgenome1_retained
Zm00001d033380	subgenome1_fractionated
Zm00001d033383	subgenome1_fractionated
Zm00001d033385	subgenome1_fractionated
Zm00001d033386	subgenome1_retained
Zm00001d033388	subgenome1_retained
Zm00001d033389	subgenome1_retained
Zm00001d033390	subgenome1_fractionated
Zm00001d033391	subgenome1_retained
Zm00001d033395	subgenome1_fractionated
Zm00001d033396	subgenome1_retained
Zm00001d033397	subgenome1_fractionated
Zm00001d033401	subgenome1_fractionated
Zm00001d033404	subgenome1_retained
Zm00001d033405	subgenome1_fractionated
Zm00001d033407	subgenome1_fractionated
Zm00001d033412	subgenome1_fractionated
Zm00001d033413	subgenome1_fractionated
Zm00001d033414	subgenome1_fractionated
Zm00001d033415	subgenome1_retained
Zm00001d033419	subgenome1_retained
Zm00001d033420	subgenome1_fractionated
Zm00001d033430	subgenome1_retained
Zm00001d033421	subgenome1_fractionated
Zm00001d033422	subgenome1_fractionated
Zm00001d033428	subgenome1_fractionated
Zm00001d033446	subgenome1_retained
Zm00001d033446	subgenome1_fractionated
Zm00001d034944	subgenome1_retained
Zm00001d034945	subgenome1_fractionated
Zm00001d034948	subgenome1_retained
Zm00001d034949	subgenome1_retained
Zm00001d034953	subgenome1_retained
Zm00001d034954	subgenome1_retained
Zm00001d034956	subgenome1_fractionated
Zm00001d033447	subgenome1_fractionated
Zm00001d033448	subgenome1_retained
Zm00001d033442	subgenome1_retained
Zm00001d033451	subgenome1_retained
Zm00001d033454	subgenome1_fractionated
Zm00001d033455	subgenome1_retained
Zm00001d033456	subgenome1_retained
Zm00001d033457	subgenome1_retained
Zm00001d033459	subgenome1_retained
Zm00001d033463	subgenome1_retained
Zm00001d033460	subgenome1_retained
Zm00001d033464	subgenome1_retained
Zm00001d033465	subgenome1_retained
Zm00001d033466	subgenome1_retained
Zm00001d033467	subgenome1_retained
Zm00001d033468	subgenome1_fractionated
Zm00001d033469	subgenome1_fractionated
Zm00001d033470	subgenome1_retained
Zm00001d033471	subgenome1_retained
Zm00001d033472	subgenome1_retained
Zm00001d033473	subgenome1_retained
Zm00001d033475	subgenome1_retained
Zm00001d033477	subgenome1_retained
Zm00001d033478	subgenome1_retained
Zm00001d033479	subgenome1_retained
Zm00001d033480	subgenome1_retained
Zm00001d033481	subgenome1_retained
Zm00001d033482	subgenome1_retained
Zm00001d033483	subgenome1_retained
Zm00001d033484	subgenome1_fractionated
Zm00001d033488	subgenome1_fractionated
Zm00001d033489	subgenome1_fractionated
Zm00001d033490	subgenome1_fractionated
Zm00001d033492	subgenome1_fractionated
Zm00001d033493	subgenome1_retained
Zm00001d033494	subgenome1_retained
Zm00001d033495	subgenome1_fractionated
Zm00001d033496	subgenome1_retained
Zm00001d033497	subgenome1_fractionated
Zm00001d033502	subgenome1_fractionated
Zm00001d033503	subgenome1_retained
Zm00001d033504	subgenome1_retained
Zm00001d033505	subgenome1_fractionated
Zm00001d033507	subgenome1_retained
Zm00001d033508	subgenome1_retained
Zm00001d033510	subgenome1_fractionated
Zm00001d033204	subgenome1_retained
Zm00001d033205	subgenome1_retained
Zm00001d033206	subgenome1_fractionated
Zm00001d033207	subgenome1_fractionated
Zm00001d033208	subgenome1_fractionated
Zm00001d033209	subgenome1_fractionated
Zm00001d033210	subgenome1_retained
Zm00001d033211	subgenome1_fractionated
Zm00001d033213	subgenome1_retained
Zm00001d033214	subgenome1_retained
Zm00001d033215	subgenome1_retained
Zm00001d033216	subgenome1_retained
Zm00001d033217	subgenome1_retained
Zm00001d033218	subgenome1_retained
Zm00001d033221	subgenome1_fractionated
Zm00001d033222	subgenome1_retained
Zm00001d033223	subgenome1_retained
Zm00001d033225	subgenome1_fractionated
Zm00001d033231	subgenome1_fractionated
Zm00001d033230	subgenome1_fractionated
Zm00001d033229	subgenome1_fractionated
Zm00001d033228	subgenome1_fractionated
Zm00001d033227	subgenome1_fractionated
Zm00001d033232	subgenome1_fractionated
Zm00001d033234	subgenome1_fractionated
Zm00001d033237	subgenome1_fractionated
Zm00001d033240	subgenome1_fractionated
Zm00001d033241	subgenome1_fractionated
Zm00001d033244	subgenome1_retained
Zm00001d033246	subgenome1_retained
Zm00001d033248	subgenome1_retained
Zm00001d033256	subgenome1_fractionated
Zm00001d033258	subgenome1_fractionated
Zm00001d033259	subgenome1_fractionated
Zm00001d033262	subgenome1_fractionated
Zm00001d033265	subgenome1_fractionated
Zm00001d033266	subgenome1_fractionated
Zm00001d033267	subgenome1_fractionated
Zm00001d033268	subgenome1_fractionated
Zm00001d033271	subgenome1_fractionated
Zm00001d033275	subgenome1_retained
Zm00001d033274	subgenome1_fractionated
Zm00001d033273	subgenome1_fractionated
Zm00001d033278	subgenome1_fractionated
Zm00001d033279	subgenome1_fractionated
Zm00001d033280	subgenome1_fractionated
Zm00001d033283	subgenome1_retained
Zm00001d033284	subgenome1_fractionated
Zm00001d033286	subgenome1_fractionated
Zm00001d033287	subgenome1_fractionated
Zm00001d033288	subgenome1_fractionated
Zm00001d033316	subgenome1_retained
Zm00001d033317	subgenome1_retained
Zm00001d033318	subgenome1_retained
Zm00001d033319	subgenome1_retained
Zm00001d033321	subgenome1_fractionated
Zm00001d033322	subgenome1_fractionated
Zm00001d033291	subgenome1_retained
Zm00001d033292	subgenome1_fractionated
Zm00001d033296	subgenome1_fractionated
Zm00001d033297	subgenome1_fractionated
Zm00001d033300	subgenome1_fractionated
Zm00001d033301	subgenome1_fractionated
Zm00001d033303	subgenome1_fractionated
Zm00001d033304	subgenome1_fractionated
Zm00001d033308	subgenome1_retained
Zm00001d033310	subgenome1_fractionated
Zm00001d033312	subgenome1_fractionated
Zm00001d033314	subgenome1_retained
Zm00001d033320	subgenome1_fractionated
Zm00001d033313	subgenome1_retained
Zm00001d033324	subgenome1_retained
Zm00001d033315	subgenome1_retained
Zm00001d033325	subgenome1_retained
Zm00001d033327	subgenome1_retained
Zm00001d033328	subgenome1_fractionated
Zm00001d033330	subgenome1_retained
Zm00001d033333	subgenome1_fractionated
Zm00001d033334	subgenome1_fractionated
Zm00001d033335	subgenome1_retained
Zm00001d033337	subgenome1_fractionated
Zm00001d033338	subgenome1_fractionated
Zm00001d033339	subgenome1_retained
Zm00001d033340	subgenome1_fractionated
Zm00001d033344	subgenome1_retained
Zm00001d033345	subgenome1_fractionated
Zm00001d033346	subgenome1_retained
Zm00001d033347	subgenome1_retained
Zm00001d033353	subgenome1_fractionated
Zm00001d033358	subgenome1_fractionated
Zm00001d033362	subgenome1_fractionated
Zm00001d033363	subgenome1_retained
Zm00001d033365	subgenome1_retained
Zm00001d033366	subgenome1_retained
Zm00001d033367	subgenome1_fractionated
Zm00001d033368	subgenome1_fractionated
Zm00001d033201	subgenome1_fractionated
Zm00001d033194	subgenome1_fractionated
Zm00001d033193	subgenome1_fractionated
Zm00001d033192	subgenome1_fractionated
Zm00001d033189	subgenome1_fractionated
Zm00001d033188	subgenome1_fractionated
Zm00001d033175	subgenome1_fractionated
Zm00001d033180	subgenome1_fractionated
Zm00001d033187	subgenome1_fractionated
Zm00001d033186	subgenome1_fractionated
Zm00001d033181	subgenome1_fractionated
Zm00001d033180	subgenome1_retained
Zm00001d033139	subgenome1_retained
Zm00001d033174	subgenome1_retained
Zm00001d033172	subgenome1_fractionated
Zm00001d033171	subgenome1_retained
Zm00001d033170	subgenome1_retained
Zm00001d033169	subgenome1_fractionated
Zm00001d033168	subgenome1_fractionated
Zm00001d033167	subgenome1_fractionated
Zm00001d033166	subgenome1_fractionated
Zm00001d033160	subgenome1_fractionated
Zm00001d033159	subgenome1_retained
Zm00001d033158	subgenome1_fractionated
Zm00001d033147	subgenome1_retained
Zm00001d033148	subgenome1_fractionated
Zm00001d033149	subgenome1_fractionated
Zm00001d033150	subgenome1_fractionated
Zm00001d033152	subgenome1_retained
Zm00001d033153	subgenome1_retained
Zm00001d033155	subgenome1_fractionated
Zm00001d033154	subgenome1_fractionated
Zm00001d033138	subgenome1_fractionated
Zm00001d033132	subgenome1_retained
Zm00001d033130	subgenome1_retained
Zm00001d033129	subgenome1_retained
Zm00001d033128	subgenome1_retained
Zm00001d033112	subgenome1_fractionated
Zm00001d033111	subgenome1_fractionated
Zm00001d033110	subgenome1_fractionated
Zm00001d033109	subgenome1_retained
Zm00001d033108	subgenome1_retained
Zm00001d033105	subgenome1_retained
Zm00001d033104	subgenome1_fractionated
Zm00001d033099	subgenome1_retained
Zm00001d033098	subgenome1_retained
Zm00001d033094	subgenome1_fractionated
Zm00001d033093	subgenome1_retained
Zm00001d033092	subgenome1_fractionated
Zm00001d033091	subgenome1_retained
Zm00001d033090	subgenome1_retained
Zm00001d033088	subgenome1_retained
Zm00001d033087	subgenome1_fractionated
Zm00001d033084	subgenome1_fractionated
Zm00001d033082	subgenome1_fractionated
Zm00001d033080	subgenome1_fractionated
Zm00001d033079	subgenome1_fractionated
Zm00001d033077	subgenome1_retained
Zm00001d033075	subgenome1_retained
Zm00001d033074	subgenome1_fractionated
Zm00001d033071	subgenome1_fractionated
Zm00001d033068	subgenome1_fractionated
Zm00001d033067	subgenome1_fractionated
Zm00001d033066	subgenome1_fractionated
Zm00001d033065	subgenome1_fractionated
Zm00001d033064	subgenome1_retained
Zm00001d033063	subgenome1_retained
Zm00001d033062	subgenome1_retained
Zm00001d033060	subgenome1_retained
Zm00001d033058	subgenome1_fractionated
Zm00001d033057	subgenome1_fractionated
Zm00001d033056	subgenome1_fractionated
Zm00001d033055	subgenome1_fractionated
Zm00001d033054	subgenome1_retained
Zm00001d033053	subgenome1_fractionated
Zm00001d032396	subgenome1_retained
Zm00001d032397	subgenome1_fractionated
Zm00001d032399	subgenome1_fractionated
Zm00001d032400	subgenome1_fractionated
Zm00001d032401	subgenome1_fractionated
Zm00001d032402	subgenome1_fractionated
Zm00001d032405	subgenome1_fractionated
Zm00001d032406	subgenome1_fractionated
Zm00001d032407	subgenome1_retained
Zm00001d032408	subgenome1_fractionated
Zm00001d032409	subgenome1_fractionated
Zm00001d032410	subgenome1_fractionated
Zm00001d032418	subgenome1_fractionated
Zm00001d032419	subgenome1_fractionated
Zm00001d032420	subgenome1_fractionated
Zm00001d032422	subgenome1_fractionated
Zm00001d032424	subgenome1_fractionated
Zm00001d032427	subgenome1_fractionated
Zm00001d032428	subgenome1_fractionated
Zm00001d032429	subgenome1_fractionated
Zm00001d032430	subgenome1_fractionated
Zm00001d032432	subgenome1_retained
Zm00001d032433	subgenome1_fractionated
Zm00001d032434	subgenome1_fractionated
Zm00001d032435	subgenome1_fractionated
Zm00001d032438	subgenome1_retained
Zm00001d032439	subgenome1_fractionated
Zm00001d032440	subgenome1_retained
Zm00001d032441	subgenome1_retained
Zm00001d032442	subgenome1_retained
Zm00001d032443	subgenome1_fractionated
Zm00001d032442	subgenome1_fractionated
Zm00001d032447	subgenome1_fractionated
Zm00001d032448	subgenome1_fractionated
Zm00001d032449	subgenome1_fractionated
Zm00001d032450	subgenome1_retained
Zm00001d032453	subgenome1_retained
Zm00001d032455	subgenome1_fractionated
Zm00001d032457	subgenome1_retained
Zm00001d032458	subgenome1_retained
Zm00001d032459	subgenome1_retained
Zm00001d032460	subgenome1_fractionated
Zm00001d032461	subgenome1_fractionated
Zm00001d032464	subgenome1_retained
Zm00001d032465	subgenome1_retained
Zm00001d032467	subgenome1_retained
Zm00001d032469	subgenome1_fractionated
Zm00001d032470	subgenome1_retained
Zm00001d032472	subgenome1_retained
Zm00001d032473	subgenome1_retained
Zm00001d032475	subgenome1_retained
Zm00001d032476	subgenome1_fractionated
Zm00001d032478	subgenome1_fractionated
Zm00001d032479	subgenome1_fractionated
Zm00001d032480	subgenome1_retained
Zm00001d032481	subgenome1_retained
Zm00001d032485	subgenome1_retained
Zm00001d032492	subgenome1_fractionated
Zm00001d032494	subgenome1_fractionated
Zm00001d032495	subgenome1_fractionated
Zm00001d032497	subgenome1_fractionated
Zm00001d032498	subgenome1_retained
Zm00001d032500	subgenome1_retained
Zm00001d032502	subgenome1_retained
Zm00001d032503	subgenome1_retained
Zm00001d032504	subgenome1_fractionated
Zm00001d032505	subgenome1_fractionated
Zm00001d032506	subgenome1_fractionated
Zm00001d032507	subgenome1_fractionated
Zm00001d032508	subgenome1_fractionated
Zm00001d032510	subgenome1_fractionated
Zm00001d032516	subgenome1_fractionated
Zm00001d032517	subgenome1_fractionated
Zm00001d032518	subgenome1_fractionated
Zm00001d032519	subgenome1_retained
Zm00001d032520	subgenome1_retained
Zm00001d032521	subgenome1_fractionated
Zm00001d032522	subgenome1_retained
Zm00001d032526	subgenome1_retained
Zm00001d032527	subgenome1_fractionated
Zm00001d032529	subgenome1_fractionated
Zm00001d032530	subgenome1_fractionated
Zm00001d032531	subgenome1_retained
Zm00001d032532	subgenome1_retained
Zm00001d032533	subgenome1_fractionated
Zm00001d032535	subgenome1_retained
Zm00001d032536	subgenome1_fractionated
Zm00001d032539	subgenome1_retained
Zm00001d032543	subgenome1_retained
Zm00001d032545	subgenome1_retained
Zm00001d032546	subgenome1_retained
Zm00001d032555	subgenome1_fractionated
Zm00001d032556	subgenome1_fractionated
Zm00001d032550	subgenome1_fractionated
Zm00001d032552	subgenome1_fractionated
Zm00001d032560	subgenome1_retained
Zm00001d032565	subgenome1_fractionated
Zm00001d032566	subgenome1_fractionated
Zm00001d032567	subgenome1_fractionated
Zm00001d032570	subgenome1_retained
Zm00001d032572	subgenome1_fractionated
Zm00001d032573	subgenome1_fractionated
Zm00001d032575	subgenome1_retained
Zm00001d032576	subgenome1_retained
Zm00001d032578	subgenome1_fractionated
Zm00001d032591	subgenome1_retained
Zm00001d032588	subgenome1_retained
Zm00001d032597	subgenome1_retained
Zm00001d032598	subgenome1_fractionated
Zm00001d032600	subgenome1_retained
Zm00001d032601	subgenome1_retained
Zm00001d032603	subgenome1_retained
Zm00001d032604	subgenome1_fractionated
Zm00001d032606	subgenome1_fractionated
Zm00001d032605	subgenome1_fractionated
Zm00001d032608	subgenome1_fractionated
Zm00001d032609	subgenome1_retained
Zm00001d032610	subgenome1_retained
Zm00001d032613	subgenome1_fractionated
Zm00001d032615	subgenome1_fractionated
Zm00001d032616	subgenome1_fractionated
Zm00001d032617	subgenome1_fractionated
Zm00001d032618	subgenome1_retained
Zm00001d032624	subgenome1_retained
Zm00001d032620	subgenome1_retained
Zm00001d032621	subgenome1_fractionated
Zm00001d032628	subgenome1_retained
Zm00001d032626	subgenome1_retained
Zm00001d032631	subgenome1_retained
Zm00001d032632	subgenome1_fractionated
Zm00001d032633	subgenome1_retained
Zm00001d032636	subgenome1_retained
Zm00001d032637	subgenome1_retained
Zm00001d032643	subgenome1_fractionated
Zm00001d032644	subgenome1_fractionated
Zm00001d032649	subgenome1_fractionated
Zm00001d032650	subgenome1_retained
Zm00001d032651	subgenome1_retained
Zm00001d032652	subgenome1_fractionated
Zm00001d032653	subgenome1_fractionated
Zm00001d032654	subgenome1_fractionated
Zm00001d032655	subgenome1_fractionated
Zm00001d032656	subgenome1_retained
Zm00001d032659	subgenome1_retained
Zm00001d032661	subgenome1_retained
Zm00001d032662	subgenome1_retained
Zm00001d032663	subgenome1_retained
Zm00001d032664	subgenome1_fractionated
Zm00001d032666	subgenome1_fractionated
Zm00001d032668	subgenome1_retained
Zm00001d032669	subgenome1_fractionated
Zm00001d032670	subgenome1_retained
Zm00001d032671	subgenome1_retained
Zm00001d032672	subgenome1_retained
Zm00001d032679	subgenome1_retained
Zm00001d032681	subgenome1_fractionated
Zm00001d032683	subgenome1_retained
