sorghum	maize1	maize2	ftype
EER93311	Zm00001d034409	.	maize1-retained
OQU90849	.	.	non-syntenic
EER93313	.	.	non-syntenic
KXG37379	.	Zm00001d013091	maize2-retained
OQU90851	.	.	non-syntenic
OQU90850	.	.	non-syntenic
EER93315	.	Zm00001d013091	maize2-retained
EER93316	.	.	non-syntenic
EER93317	Zm00001d034396	.	maize1-retained
OQU90852	.	.	non-syntenic
EER93318	Zm00001d034406	.	maize1-retained
KXG37382	.	.	non-syntenic
KXG37385	Zm00001d034405	.	maize1-retained
KXG37384	Zm00001d034404	Zm00001d013092	both-retained
EER90754	Zm00001d034401	Zm00001d013093	both-retained
EER90755	Zm00001d034400	Zm00001d013094	both-retained
KXG37386	Zm00001d034399	Zm00001d013095	both-retained
EER90756	.	Zm00001d013097	maize2-retained
KXG37390	.	.	non-syntenic
OQU90853	Zm00001d034396	.	maize1-retained
OQU90854	Zm00001d034396	.	maize1-retained
OQU90855	Zm00001d034389	.	maize1-retained
OQU90856	.	.	non-syntenic
EER90757	Zm00001d034388	Zm00001d013098	both-retained
KXG37391	.	.	non-syntenic
EER90758	Zm00001d034388	Zm00001d013098	both-retained
EER90760	Zm00001d034387	Zm00001d013098	both-retained
EER90761	.	.	non-syntenic
OQU90860	.	.	non-syntenic
EER93325	Zm00001d034384	.	maize1-retained
EER93326	Zm00001d034383	.	maize1-retained
EER90762	.	Zm00001d013099	maize2-retained
EER90763	Zm00001d034380	Zm00001d013100	both-retained
EER93327	Zm00001d034379	Zm00001d013104	both-retained
EER90764	Zm00001d034376	Zm00001d013105	both-retained
EER90765	Zm00001d034369	Zm00001d013107	both-retained
EER90766	Zm00001d034373	Zm00001d013108	both-retained
EER93328	Zm00001d034372	Zm00001d013109	both-retained
OQU90863	Zm00001d034371	.	maize1-retained
OQU90864	.	.	non-syntenic
EER93331	Zm00001d034369	Zm00001d013110	both-retained
KXG37393	.	.	non-syntenic
KXG37398	.	.	non-syntenic
OQU90867	.	.	non-syntenic
KXG37402	.	.	non-syntenic
KXG37403	Zm00001d034368	Zm00001d013111	both-retained
EER90769	Zm00001d034366	Zm00001d013112	both-retained
KXG37405	.	.	non-syntenic
OQU90868	.	Zm00001d013113	maize2-retained
EER93336	Zm00001d034365	Zm00001d013114	both-retained
EER93337	Zm00001d034364	.	maize1-retained
EER93338	Zm00001d034361	Zm00001d013116	both-retained
OQU90871	.	.	non-syntenic
EER90771	.	Zm00001d013117	maize2-retained
EER90772	Zm00001d034360	.	maize1-retained
KXG37406	.	.	non-syntenic
EER90773	Zm00001d034359	Zm00001d013118	both-retained
EER93339	.	.	non-syntenic
KXG37408	Zm00001d034358	.	maize1-retained
EER90776	Zm00001d034356	.	maize1-retained
EER93341	Zm00001d034356	.	maize1-retained
EER90777	Zm00001d034356	.	maize1-retained
EER93342	Zm00001d034353	Zm00001d013119	both-retained
KXG37410	Zm00001d034351	.	maize1-retained
KXG37412	Zm00001d034350	.	maize1-retained
KXG37415	Zm00001d034350	.	maize1-retained
OQU90879	.	.	non-syntenic
EER90780	Zm00001d034346	.	maize1-retained
OQU90880	.	.	non-syntenic
EER93344	.	.	non-syntenic
EER90781	.	Zm00001d013120	maize2-retained
EER90782	Zm00001d034345	.	maize1-retained
KXG37420	Zm00001d034344	Zm00001d013122	both-retained
OQU90882	Zm00001d034343	Zm00001d013122	both-retained
EER90784	Zm00001d034341	Zm00001d013126	both-retained
EER90785	Zm00001d034340	.	maize1-retained
OQU90885	Zm00001d034339	.	maize1-retained
KXG37426	Zm00001d034338	.	maize1-retained
EER90787	.	Zm00001d013127	maize2-retained
OQU90886	.	.	non-syntenic
KXG37427	Zm00001d034337	Zm00001d013128	both-retained
KXG37428	.	.	non-syntenic
OQU90888	.	.	non-syntenic
OQU90889	.	.	non-syntenic
KXG37430	.	.	non-syntenic
KXG37432	Zm00001d034298	Zm00001d013130	both-retained
KXG37431	.	.	non-syntenic
OQU90890	.	Zm00001d013133	maize2-retained
OQU90891	.	Zm00001d013133	maize2-retained
EER90788	Zm00001d034313	.	maize1-retained
KXG37434	Zm00001d034312	Zm00001d013124	both-retained
OQU90892	.	.	non-syntenic
KXG37436	.	Zm00001d013135	maize2-retained
KXG37437	.	.	non-syntenic
EER90791	Zm00001d034305	.	maize1-retained
OQU90893	Zm00001d034286	Zm00001d013136	both-retained
EER93352	.	Zm00001d013138	maize2-retained
EER90792	Zm00001d034318	.	maize1-retained
OQU90894	Zm00001d034317	.	maize1-retained
EER93353	Zm00001d034319	.	maize1-retained
EER93354	.	Zm00001d013139	maize2-retained
EER93355	Zm00001d034320	Zm00001d013140	both-retained
EER90794	Zm00001d034326	Zm00001d013141	both-retained
EER93356	.	Zm00001d013142	maize2-retained
OQU90896	Zm00001d034330	.	maize1-retained
EER93357	Zm00001d034331	Zm00001d013144	both-retained
OQU90897	.	.	non-syntenic
EER90796	Zm00001d034283	Zm00001d013146	both-retained
OQU90899	Zm00001d034282	.	maize1-retained
EER93358	.	Zm00001d013147	maize2-retained
EER90798	Zm00001d034279	.	maize1-retained
KXG37444	Zm00001d034278	Zm00001d013150	both-retained
EER93360	Zm00001d034277	Zm00001d013151	both-retained
EER93361	Zm00001d034270	.	maize1-retained
KXG37445	.	.	non-syntenic
OQU90900	.	.	non-syntenic
EER90800	.	Zm00001d013153	maize2-retained
EER90801	.	.	non-syntenic
OQU90901	Zm00001d034266	.	maize1-retained
EER90802	Zm00001d034263	.	maize1-retained
EER90803	Zm00001d034257	Zm00001d013162	both-retained
KXG37448	Zm00001d034256	.	maize1-retained
KXG37451	.	.	non-syntenic
EER90804	.	.	non-syntenic
OQU90906	.	.	non-syntenic
OQU90907	.	.	non-syntenic
OQU90909	.	.	non-syntenic
EER93365	.	.	non-syntenic
KXG37453	.	.	non-syntenic
KXG37454	.	.	non-syntenic
OQU90914	.	.	non-syntenic
EER93367	.	Zm00001d013154	maize2-retained
EER93368	Zm00001d034255	.	maize1-retained
OQU90915	Zm00001d034254	.	maize1-retained
OQU90916	Zm00001d034253	.	maize1-retained
EER93370	Zm00001d034252	.	maize1-retained
EER93372	Zm00001d034250	.	maize1-retained
EER90809	Zm00001d034249	.	maize1-retained
EER93373	Zm00001d034248	.	maize1-retained
OQU90918	Zm00001d034245	.	maize1-retained
OQU90917	.	.	non-syntenic
KXG37457	Zm00001d034244	Zm00001d013156	both-retained
EER93374	.	Zm00001d013159	maize2-retained
KXG37459	Zm00001d034240	Zm00001d013162	both-retained
KXG37460	Zm00001d034241	.	maize1-retained
EER93376	Zm00001d034240	Zm00001d013162	both-retained
KXG37461	Zm00001d034239	.	maize1-retained
EER90813	Zm00001d034237	Zm00001d013162	both-retained
KXG37462	Zm00001d034223	.	maize1-retained
EER90815	Zm00001d034221	Zm00001d013163	both-retained
OQU90919	.	.	non-syntenic
OQU90920	Zm00001d034219	.	maize1-retained
EER93378	Zm00001d034218	.	maize1-retained
EER90817	Zm00001d034217	Zm00001d013162	both-retained
EER93379	Zm00001d034217	Zm00001d013162	both-retained
EER93380	Zm00001d034217	Zm00001d013162	both-retained
OQU90921	Zm00001d034212	.	maize1-retained
OQU90923	.	.	non-syntenic
EER90818	Zm00001d034207	Zm00001d013164	both-retained
KXG37466	.	.	non-syntenic
EER90819	Zm00001d034206	Zm00001d013166	both-retained
KXG37467	.	.	non-syntenic
EER90820	Zm00001d034205	Zm00001d013168	both-retained
EER93382	Zm00001d034204	Zm00001d013170	both-retained
KXG37469	Zm00001d034201	.	maize1-retained
EER93384	Zm00001d034199	Zm00001d013172	both-retained
OQU90926	.	.	non-syntenic
KXG37470	Zm00001d034198	Zm00001d013173	both-retained
EER93386	Zm00001d034197	Zm00001d013175	both-retained
EER90821	Zm00001d034196	.	maize1-retained
EER90822	Zm00001d034195	.	maize1-retained
KXG37471	Zm00001d034194	.	maize1-retained
EER90823	Zm00001d034192	.	maize1-retained
OQU90928	.	Zm00001d013176	maize2-retained
EER90825	Zm00001d034191	Zm00001d013177	both-retained
EER93387	Zm00001d034190	Zm00001d013178	both-retained
OQU90930	.	.	non-syntenic
EER93388	Zm00001d034189	.	maize1-retained
EER93389	Zm00001d034188	Zm00001d013179	both-retained
EER90826	.	Zm00001d013181	maize2-retained
EER93390	.	Zm00001d013182	maize2-retained
KXG37477	Zm00001d034187	Zm00001d013184	both-retained
EER90827	Zm00001d034186	Zm00001d013185	both-retained
OQU90932	Zm00001d034183	Zm00001d013186	both-retained
KXG37479	Zm00001d034182	.	maize1-retained
KXG37481	.	.	non-syntenic
EER93393	Zm00001d034181	Zm00001d013187	both-retained
EER90828	Zm00001d034180	Zm00001d013188	both-retained
EER93394	Zm00001d034179	Zm00001d013191	both-retained
EER93395	Zm00001d034178	Zm00001d013192	both-retained
EER90829	Zm00001d034175	Zm00001d013193	both-retained
KXG37483	Zm00001d034173	.	maize1-retained
EER90831	Zm00001d034167	Zm00001d013195	both-retained
EER93396	.	Zm00001d013196	maize2-retained
EER93397	Zm00001d034166	Zm00001d013201	both-retained
KXG37485	Zm00001d034163	Zm00001d013200	both-retained
EER93398	Zm00001d034161	Zm00001d013201	both-retained
KXG37487	Zm00001d034160	Zm00001d013202	both-retained
KXG37488	.	.	non-syntenic
EER93399	Zm00001d034159	Zm00001d013204	both-retained
OQU90935	.	.	non-syntenic
EER90833	Zm00001d034152	Zm00001d013206	both-retained
EER93400	.	.	non-syntenic
OQU90936	.	.	non-syntenic
EER90834	Zm00001d034145	Zm00001d013208	both-retained
EER93401	Zm00001d034143	.	maize1-retained
KXG37490	Zm00001d034137	Zm00001d013217	both-retained
OQU90937	Zm00001d034133	.	maize1-retained
EER90837	Zm00001d034131	Zm00001d013209	both-retained
EER93404	Zm00001d034130	Zm00001d013210	both-retained
EER93405	Zm00001d034129	Zm00001d013212	both-retained
EER93406	Zm00001d034128	Zm00001d013212	both-retained
EER90838	.	.	non-syntenic
EER90839	Zm00001d034126	Zm00001d013216	both-retained
EER90840	Zm00001d034125	Zm00001d013217	both-retained
EER93408	Zm00001d034124	.	maize1-retained
EER93409	Zm00001d034115	Zm00001d013218	both-retained
OQU90939	.	.	non-syntenic
KXG37494	.	.	non-syntenic
EER90842	Zm00001d034112	.	maize1-retained
EER93771	Zm00001d034111	.	maize1-retained
KXG37495	.	.	non-syntenic
KXG37496	Zm00001d034110	Zm00001d013219	both-retained
OQU90941	.	.	non-syntenic
EER90844	.	.	non-syntenic
KXG37497	Zm00001d034109	Zm00001d013220	both-retained
EER90846	.	Zm00001d013221	maize2-retained
EER90847	.	Zm00001d013222	maize2-retained
EER93410	.	Zm00001d013223	maize2-retained
EER90848	Zm00001d034108	.	maize1-retained
EER90849	.	Zm00001d013228	maize2-retained
EER93412	Zm00001d034107	Zm00001d013230	both-retained
EER93413	Zm00001d034107	Zm00001d013231	both-retained
KXG37498	Zm00001d034107	Zm00001d013231	both-retained
OQU90944	Zm00001d034104	Zm00001d013230	both-retained
EER93415	Zm00001d034091	Zm00001d013232	both-retained
KXG37500	Zm00001d034089	.	maize1-retained
OQU90947	Zm00001d034087	Zm00001d013238	both-retained
EER90852	Zm00001d034085	Zm00001d013239	both-retained
EER93417	Zm00001d034084	.	maize1-retained
KXG37501	Zm00001d034082	Zm00001d013240	both-retained
KXG37504	.	.	non-syntenic
OQU90950	Zm00001d034081	.	maize1-retained
KXG37509	Zm00001d034080	Zm00001d013241	both-retained
OQU90954	.	.	non-syntenic
EER90853	.	.	non-syntenic
EER93420	.	Zm00001d013242	maize2-retained
OQU90955	.	.	non-syntenic
EER93421	Zm00001d034076	Zm00001d013243	both-retained
KXG37513	Zm00001d034074	.	maize1-retained
EER90854	Zm00001d034073	.	maize1-retained
KXG37515	Zm00001d034072	Zm00001d013245	both-retained
OQU90959	.	.	non-syntenic
OQU90960	.	.	non-syntenic
OQU90961	Zm00001d034068	Zm00001d013244	both-retained
EER93423	Zm00001d034069	Zm00001d013246	both-retained
EER93424	Zm00001d034068	Zm00001d013246	both-retained
KXG37521	Zm00001d034067	Zm00001d013246	both-retained
KXG37522	Zm00001d034066	Zm00001d013246	both-retained
KXG37524	Zm00001d034066	Zm00001d013246	both-retained
EER93428	Zm00001d034064	.	maize1-retained
KXG37527	.	Zm00001d013247	maize2-retained
EER90856	Zm00001d034063	Zm00001d013249	both-retained
KXG37528	Zm00001d034062	Zm00001d013250	both-retained
EER90858	.	Zm00001d013251	maize2-retained
EER93429	Zm00001d034059	Zm00001d013252	both-retained
OQU90964	Zm00001d034058	.	maize1-retained
KXG37529	.	Zm00001d013253	maize2-retained
EER93433	.	Zm00001d013254	maize2-retained
OQU90965	Zm00001d034055	Zm00001d013251	both-retained
KXG37531	Zm00001d034054	.	maize1-retained
OQU90967	Zm00001d034050	.	maize1-retained
EER90859	Zm00001d034049	Zm00001d013256	both-retained
KXG37535	.	.	non-syntenic
OQU90968	.	.	non-syntenic
EER90860	Zm00001d034049	Zm00001d013256	both-retained
EER93435	Zm00001d034048	Zm00001d013257	both-retained
KXG37536	Zm00001d034047	Zm00001d013258	both-retained
EER90862	Zm00001d034045	Zm00001d013259	both-retained
EER93436	.	.	non-syntenic
KXG37537	.	.	non-syntenic
EER93437	.	Zm00001d013261	maize2-retained
KXG37538	Zm00001d034039	.	maize1-retained
EER93438	.	Zm00001d013262	maize2-retained
EER93439	Zm00001d034038	Zm00001d013262	both-retained
OQU90975	Zm00001d034030	.	maize1-retained
KXG37540	.	.	non-syntenic
EER93441	Zm00001d034037	Zm00001d013263	both-retained
KXG37541	.	.	non-syntenic
KXG37542	Zm00001d034036	.	maize1-retained
EER90865	Zm00001d034035	.	maize1-retained
KXG37543	Zm00001d034034	.	maize1-retained
OQU90980	.	.	non-syntenic
OQU90981	.	.	non-syntenic
EER90867	.	.	non-syntenic
EER90868	Zm00001d034033	Zm00001d013265	both-retained
EER90869	Zm00001d034032	.	maize1-retained
OQU90983	Zm00001d034031	Zm00001d013264	both-retained
OQU90984	Zm00001d034030	Zm00001d013264	both-retained
OQU90986	.	.	non-syntenic
OQU90987	Zm00001d034028	.	maize1-retained
EER93447	Zm00001d034027	.	maize1-retained
OQU90990	Zm00001d034020	.	maize1-retained
EER93453	Zm00001d034019	.	maize1-retained
EER90872	Zm00001d034018	Zm00001d013267	both-retained
KXG37545	Zm00001d034017	Zm00001d013268	both-retained
KXG37547	Zm00001d034015	Zm00001d013268	both-retained
KXG37546	.	.	non-syntenic
EER93454	Zm00001d034015	Zm00001d013269	both-retained
KXG37550	.	Zm00001d013270	maize2-retained
EER93456	Zm00001d034015	Zm00001d013271	both-retained
KXG37551	Zm00001d034013	.	maize1-retained
KXG37554	Zm00001d034012	Zm00001d013272	both-retained
OQU90992	.	.	non-syntenic
KXG37553	.	.	non-syntenic
EER93457	Zm00001d034011	.	maize1-retained
EER93458	Zm00001d034010	Zm00001d013273	both-retained
EER93455	Zm00001d034007	.	maize1-retained
EER93459	.	Zm00001d013274	maize2-retained
EER93460	Zm00001d034006	.	maize1-retained
EER93461	Zm00001d034005	.	maize1-retained
KXG37557	.	Zm00001d013276	maize2-retained
KXG37559	.	Zm00001d013277	maize2-retained
OQU90997	Zm00001d034004	Zm00001d013278	both-retained
OQU90998	Zm00001d034003	.	maize1-retained
EER90879	Zm00001d034002	.	maize1-retained
KXG37561	.	.	non-syntenic
KXG37562	.	.	non-syntenic
OQU91000	Zm00001d034001	.	maize1-retained
EER90880	Zm00001d034000	.	maize1-retained
EER93464	Zm00001d033999	.	maize1-retained
EER93465	Zm00001d033998	Zm00001d013281	both-retained
OQU91002	.	Zm00001d013282	maize2-retained
EER93466	.	Zm00001d013282	maize2-retained
EER90882	Zm00001d033994	Zm00001d013283	both-retained
EER90883	Zm00001d033995	Zm00001d013287	both-retained
KXG37566	Zm00001d033994	.	maize1-retained
OQU91004	Zm00001d033993	.	maize1-retained
OQU91005	.	.	non-syntenic
KXG37569	Zm00001d033992	.	maize1-retained
KXG37570	.	.	non-syntenic
EER93470	Zm00001d033991	Zm00001d013288	both-retained
EER93471	Zm00001d033990	Zm00001d013289	both-retained
OQU91006	.	.	non-syntenic
KXG37572	.	.	non-syntenic
KXG37573	.	.	non-syntenic
EER90887	Zm00001d033989	.	maize1-retained
KXG37575	Zm00001d033988	.	maize1-retained
EER90889	Zm00001d033987	.	maize1-retained
EER90890	Zm00001d033986	Zm00001d013290	both-retained
EER90884	.	.	non-syntenic
KXG37576	Zm00001d033985	.	maize1-retained
KXG37580	.	.	non-syntenic
OQU91011	.	.	non-syntenic
OQU91012	.	.	non-syntenic
KXG37582	Zm00001d033984	.	maize1-retained
KXG37583	Zm00001d033983	.	maize1-retained
KXG37585	Zm00001d033982	Zm00001d013288	both-retained
KXG37586	.	.	non-syntenic
EER93472	.	Zm00001d013295	maize2-retained
EER90894	Zm00001d033981	Zm00001d013296	both-retained
KXG37587	Zm00001d033980	.	maize1-retained
KXG37588	Zm00001d033979	Zm00001d013300	both-retained
OQU91013	.	.	non-syntenic
KXG37589	Zm00001d033977	.	maize1-retained
OQU91014	.	.	non-syntenic
EER90896	Zm00001d033976	Zm00001d013302	both-retained
EER93475	Zm00001d033975	Zm00001d013301	both-retained
EER90897	Zm00001d033969	.	maize1-retained
EER93476	Zm00001d033968	.	maize1-retained
KXG37592	Zm00001d033967	Zm00001d013303	both-retained
EER93477	Zm00001d033966	Zm00001d013306	both-retained
OQU91016	.	.	non-syntenic
OQU91017	.	.	non-syntenic
EER93478	Zm00001d033965	Zm00001d013307	both-retained
OQU91018	.	.	non-syntenic
OQU91019	.	.	non-syntenic
EER93480	Zm00001d033957	.	maize1-retained
OQU91020	.	.	non-syntenic
EER93482	Zm00001d033955	.	maize1-retained
OQU91021	.	.	non-syntenic
EER93483	Zm00001d033954	.	maize1-retained
EER93484	.	.	non-syntenic
EER90901	Zm00001d033951	Zm00001d013309	both-retained
EER93485	.	Zm00001d013310	maize2-retained
KXG37596	Zm00001d033943	Zm00001d013311	both-retained
OQU91023	.	.	non-syntenic
EER93487	.	.	non-syntenic
KXG37597	.	.	non-syntenic
KXG37598	Zm00001d033942	.	maize1-retained
EER93488	.	.	non-syntenic
OQU91025	.	.	non-syntenic
OQU91024	.	.	non-syntenic
OQU91026	Zm00001d033941	.	maize1-retained
EER93490	.	.	non-syntenic
OQU91027	.	.	non-syntenic
KXG37601	Zm00001d033935	.	maize1-retained
KXG37603	.	.	non-syntenic
KXG37604	Zm00001d033933	.	maize1-retained
KXG37605	Zm00001d033932	.	maize1-retained
KXG37606	Zm00001d033931	.	maize1-retained
KXG37609	.	Zm00001d013313	maize2-retained
OQU91035	.	Zm00001d013313	maize2-retained
EER93494	Zm00001d033930	Zm00001d013314	both-retained
KXG37613	Zm00001d033929	.	maize1-retained
KXG37611	Zm00001d033928	.	maize1-retained
KXG37616	Zm00001d033935	Zm00001d013317	both-retained
OQU91036	.	.	non-syntenic
KXG37618	Zm00001d033927	Zm00001d013318	both-retained
KXG37619	Zm00001d033925	.	maize1-retained
EER93496	Zm00001d033924	Zm00001d013326	both-retained
EER90911	.	Zm00001d013325	maize2-retained
OQU91037	.	Zm00001d013324	maize2-retained
KXG37622	Zm00001d033919	Zm00001d013323	both-retained
EER90912	.	Zm00001d013320	maize2-retained
EER90913	Zm00001d033917	Zm00001d013319	both-retained
EER93499	Zm00001d033916	.	maize1-retained
EER90914	Zm00001d033915	.	maize1-retained
KXG37624	.	.	non-syntenic
EER90916	.	Zm00001d013327	maize2-retained
EER90917	.	Zm00001d013327	maize2-retained
EER93500	.	.	non-syntenic
EER90918	Zm00001d033913	Zm00001d013329	both-retained
KXG37626	Zm00001d033912	Zm00001d013330	both-retained
EER90919	Zm00001d033910	.	maize1-retained
EER90915	.	Zm00001d013331	maize2-retained
EER90920	.	.	non-syntenic
EER93504	.	Zm00001d013332	maize2-retained
KXG37627	.	.	non-syntenic
OQU91042	.	Zm00001d013333	maize2-retained
EER93506	.	Zm00001d013333	maize2-retained
OQU91043	Zm00001d033909	.	maize1-retained
EER90921	Zm00001d033909	.	maize1-retained
KXG37629	.	Zm00001d013334	maize2-retained
KXG37632	.	.	non-syntenic
EER93505	.	.	non-syntenic
EER93507	.	Zm00001d013334	maize2-retained
EER93508	Zm00001d033909	.	maize1-retained
EER93509	Zm00001d033909	.	maize1-retained
EER93510	Zm00001d033909	.	maize1-retained
EER90924	Zm00001d033906	Zm00001d013335	both-retained
KXG37633	.	.	non-syntenic
OQU91046	.	.	non-syntenic
EER90925	Zm00001d033905	.	maize1-retained
KXG37635	Zm00001d033902	.	maize1-retained
KXG37636	.	.	non-syntenic
EER93511	.	Zm00001d013337	maize2-retained
OQU91047	.	.	non-syntenic
EER90929	Zm00001d033897	Zm00001d013339	both-retained
EER93512	Zm00001d033898	.	maize1-retained
OQU91048	.	.	non-syntenic
KXG37637	Zm00001d033896	.	maize1-retained
EER90931	Zm00001d033896	.	maize1-retained
EER93513	.	Zm00001d013340	maize2-retained
EER93514	Zm00001d033895	.	maize1-retained
EER93515	Zm00001d033893	.	maize1-retained
OQU91050	.	.	non-syntenic
EER93516	Zm00001d033892	.	maize1-retained
EER93517	Zm00001d033891	.	maize1-retained
EER93518	Zm00001d033890	.	maize1-retained
KXG37640	Zm00001d033886	.	maize1-retained
OQU91053	Zm00001d033884	Zm00001d013342	both-retained
EER93519	.	.	non-syntenic
KXG37641	.	.	non-syntenic
OQU91054	Zm00001d033882	.	maize1-retained
KXG37644	.	.	non-syntenic
KXG37647	Zm00001d033879	.	maize1-retained
OQU91055	.	.	non-syntenic
EER93521	Zm00001d033878	Zm00001d013343	both-retained
EER93522	.	Zm00001d013344	maize2-retained
EER93523	Zm00001d033877	.	maize1-retained
EER90936	Zm00001d033876	Zm00001d013346	both-retained
OQU91058	.	.	non-syntenic
EER90939	Zm00001d033874	Zm00001d013348	both-retained
EER90940	Zm00001d033874	Zm00001d013348	both-retained
EER90941	Zm00001d033873	.	maize1-retained
EER90942	Zm00001d033872	.	maize1-retained
EER90943	Zm00001d033870	Zm00001d013357	both-retained
KXG37650	.	.	non-syntenic
KXG37652	.	Zm00001d013358	maize2-retained
EER90944	.	Zm00001d013359	maize2-retained
EER93526	Zm00001d033869	.	maize1-retained
EER93527	.	Zm00001d013360	maize2-retained
KXG37654	Zm00001d033863	.	maize1-retained
KXG37655	Zm00001d033866	.	maize1-retained
EER93529	Zm00001d033863	.	maize1-retained
EER90948	Zm00001d033862	.	maize1-retained
OQU91064	Zm00001d033861	.	maize1-retained
OQU91065	Zm00001d033860	.	maize1-retained
EER90950	Zm00001d033859	.	maize1-retained
